Student_ID,Dropout,Risk_Score,Risk_Level,Risk_Reasons,Recommendations
8324,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
8325,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
8326,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
8327,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8328,0,4,Trung bình,Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8329,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
8330,0,3,Trung bình,GPA dưới 2.0,Tư vấn học tập và lập kế hoạch cải thiện GPA
8331,0,3,Trung bình,Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
8332,1,7,Cao,GPA dưới 2.0; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8333,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
8334,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8335,1,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
8336,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
8337,1,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ
8338,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
8339,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
8340,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8341,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
8342,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
8343,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
8344,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
8345,1,6,Cao,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8346,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8347,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
8348,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Thời gian tự học dưới 2 giờ mỗi ngày; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ xây dựng thời gian biểu học tập; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8349,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
8350,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
8351,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8352,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8353,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
8354,0,5,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
8355,0,3,Trung bình,Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8356,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
8357,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
8358,0,3,Trung bình,Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8359,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
8360,1,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8361,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
8362,0,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8363,0,4,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8364,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
8365,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Tư vấn cân bằng thời gian làm thêm và học tập
8366,0,2,Thấp,Thời gian tự học dưới 2 giờ mỗi ngày; Công việc làm thêm có thể ảnh hưởng việc học,Hỗ trợ xây dựng thời gian biểu học tập; Tư vấn cân bằng thời gian làm thêm và học tập
8367,0,6,Cao,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8368,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
8369,1,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8370,1,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
8371,0,5,Trung bình,Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8372,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8373,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
8374,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
8375,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
8376,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
8377,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8378,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Không có điều kiện truy cập Internet,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8379,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Tư vấn cân bằng thời gian làm thêm và học tập
8380,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ
8381,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8382,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8383,0,2,Thấp,Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet,Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8384,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Không có điều kiện truy cập Internet,Theo dõi kết quả học tập trong học kỳ tiếp theo; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8385,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Không có điều kiện truy cập Internet,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8386,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8387,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
8388,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8389,0,4,Trung bình,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
8390,0,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8391,0,2,Thấp,GPA từ 2.0 đến dưới 2.5; Mức độ căng thẳng cần theo dõi,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi mức độ căng thẳng định kỳ
8392,1,5,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học
8393,0,2,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8394,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8395,0,4,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Không có điều kiện truy cập Internet,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet
8396,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Nộp bài trễ từ 3 ngày trở lên,Theo dõi kết quả học tập trong học kỳ tiếp theo; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8397,0,1,Thấp,Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn cân bằng thời gian làm thêm và học tập
8398,1,2,Thấp,Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8399,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8400,0,5,Trung bình,GPA từ 2.0 đến dưới 2.5; Tỷ lệ chuyên cần dưới 75%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8401,0,3,Trung bình,Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
8402,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8403,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8404,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8405,0,6,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8406,0,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần dưới 75%; Thời gian tự học dưới 2 giờ mỗi ngày; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Liên hệ sinh viên và xác định nguyên nhân nghỉ học; Hỗ trợ xây dựng thời gian biểu học tập; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8407,1,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Tư vấn cân bằng thời gian làm thêm và học tập
8408,0,4,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8409,0,4,Trung bình,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
8410,0,0,Thấp,Không phát hiện yếu tố rủi ro đáng kể,Tiếp tục theo dõi định kỳ
8411,1,8,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cao; Nộp bài trễ từ 3 ngày trở lên; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian; Tư vấn cân bằng thời gian làm thêm và học tập
8412,0,3,Trung bình,GPA từ 2.0 đến dưới 2.5; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi kết quả học tập trong học kỳ tiếp theo; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
8413,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
8414,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
8415,0,1,Thấp,Tỷ lệ chuyên cần từ 75% đến dưới 85%,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ
8416,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Nộp bài trễ từ 3 ngày trở lên,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Nhắc hạn bài và hỗ trợ kỹ năng quản lý thời gian
8417,0,3,Trung bình,Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Công việc làm thêm có thể ảnh hưởng việc học,Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Tư vấn cân bằng thời gian làm thêm và học tập
8418,0,1,Thấp,Mức độ căng thẳng cần theo dõi,Theo dõi mức độ căng thẳng định kỳ
8419,0,5,Trung bình,GPA dưới 2.0; Mức độ căng thẳng cao,Tư vấn học tập và lập kế hoạch cải thiện GPA; Đề xuất tư vấn tâm lý và theo dõi sức khỏe tinh thần
8420,0,7,Cao,GPA dưới 2.0; Tỷ lệ chuyên cần từ 75% đến dưới 85%; Mức độ căng thẳng cần theo dõi; Không có điều kiện truy cập Internet; Công việc làm thêm có thể ảnh hưởng việc học,Tư vấn học tập và lập kế hoạch cải thiện GPA; Theo dõi chuyên cần và nhắc nhở đi học đầy đủ; Theo dõi mức độ căng thẳng định kỳ; Hỗ trợ thiết bị hoặc địa điểm truy cập Internet; Tư vấn cân bằng thời gian làm thêm và học tập
